Nadia Trusova_biology:[5, 4, 1, 3, 4, 1, 2]*chemistry:[5, 5, 1, 3, 2, 4]*magic:[2, 1, 3, 3, 1]*literature:[4, 1, 2, 3, 5]*cs:[2, 5, 3, 2, 5]*sport:[5, 1, 1, 2, 2]*
Bill Gates_biology:[4, 5, 2, 1, 1, 2, 2]*chemistry:[3, 1, 5, 3, 1, 4]*magic:[3, 4, 3, 1, 5]*literature:[2, 1, 1, 1, 3]*cs:[5, 2, 2, 5, 4]*sport:[1, 1, 4, 3, 2]*
Maria Winter_biology:[4, 3, 4, 3, 3]*chemistry:[2, 3, 2, 5, 2]*magic:[1, 3, 3, 4, 2]*literature:[4, 3, 1, 4, 4]*cs:[5, 3, 1, 2, 1]*sport:[5, 4, 3, 2, 3]*
Maria Dark_biology:[3, 5, 5, 1, 5]*chemistry:[4, 2, 3, 2, 1]*magic:[4, 2, 2, 3, 5]*literature:[3, 2, 2, 5, 5]*cs:[2, 2, 2, 4, 3]*sport:[3, 5, 3, 5, 2]*
Anna Summer_biology:[4, 2, 4, 5, 1]*chemistry:[1, 2, 4, 1, 4]*magic:[2, 5, 5, 3, 5]*literature:[3, 5, 4, 5, 5]*cs:[2, 5, 1, 1, 3]*sport:[3, 4, 1, 1, 4]*
Ken Dark_biology:[2, 1, 4, 4, 5]*chemistry:[3, 3, 3, 3, 4]*magic:[4, 3, 2, 4, 3]*literature:[4, 5, 1, 3, 3]*cs:[3, 3, 5, 4, 5]*sport:[3, 3, 5, 1, 5]*
Anastasia Dark_biology:[2, 5, 5, 5, 3]*chemistry:[4, 5, 4, 2, 2]*magic:[2, 4, 5, 3, 4]*literature:[5, 1, 4, 1, 2]*cs:[3, 1, 2, 5, 1]*sport:[2, 5, 4, 5, 5]*
Alise Brown_biology:[4, 4, 4, 1, 4]*chemistry:[2, 3, 5, 1, 3]*magic:[5, 1, 4, 1, 1]*literature:[1, 4, 4, 5, 3]*cs:[1, 2, 1, 4, 4]*sport:[5, 2, 3, 4, 3]*
Luk Brown_biology:[4, 2, 1, 3, 4]*chemistry:[5, 5, 4, 1, 4]*magic:[5, 5, 1, 5, 3]*literature:[2, 4, 1, 5, 5]*cs:[5, 5, 3, 3, 2]*sport:[4, 1, 1, 3, 3]*
Luk Dorwood_biology:[5, 5, 1, 1, 3]*chemistry:[3, 2, 2, 4, 2]*magic:[2, 5, 5, 4, 4]*literature:[3, 3, 1, 4, 5]*cs:[4, 4, 1, 5, 1]*sport:[1, 4, 1, 4, 3]*
Ketty Blue_biology:[1, 1, 2, 4, 1]*chemistry:[1, 5, 3, 4, 1]*magic:[2, 2, 3, 4, 5]*literature:[1, 3, 2, 3, 5]*cs:[3, 4, 5, 2, 2]*sport:[4, 3, 2, 3, 4]*
Bill Spring_biology:[4, 5, 1, 3, 1]*chemistry:[2, 1, 2, 2, 5]*magic:[2, 4, 1, 2, 5]*literature:[5, 5, 4, 5, 3]*cs:[5, 4, 4, 1, 3]*sport:[2, 3, 1, 1, 1]*
Bron Dark_biology:[4, 5, 4, 3, 3]*chemistry:[3, 1, 2, 4, 5]*magic:[1, 5, 2, 2, 1]*literature:[2, 5, 5, 4, 4]*cs:[5, 2, 1, 3, 1]*sport:[4, 5, 2, 2, 4]*
Anastasia Green_biology:[3, 5, 2, 2, 4]*chemistry:[4, 2, 1, 3, 1]*magic:[5, 2, 3, 4, 1]*literature:[2, 4, 4, 4, 3]*cs:[3, 4, 2, 4, 3]*sport:[1, 2, 3, 3, 5]*
Anastasia Night_biology:[4, 3, 3, 2, 2]*chemistry:[1, 2, 1, 3, 1]*magic:[4, 5, 1, 3, 2]*literature:[1, 5, 4, 4, 5]*cs:[5, 5, 1, 5, 5]*sport:[3, 4, 4, 4, 5]*
Ketty Green_biology:[2, 1, 4, 1, 3]*chemistry:[5, 3, 4, 3, 2]*magic:[3, 1, 5, 3, 1]*literature:[5, 5, 3, 1, 1]*cs:[3, 4, 5, 1, 2]*sport:[5, 4, 1, 5, 3]*
Ken Red_biology:[3, 2, 2, 1, 1]*chemistry:[3, 1, 3, 2, 3]*magic:[4, 1, 2, 1, 3]*literature:[5, 3, 2, 3, 3]*cs:[1, 5, 2, 5, 1]*sport:[4, 4, 1, 5, 2]*
Luk Winter_biology:[3, 4, 5, 5, 5]*chemistry:[1, 2, 1, 2, 5]*magic:[3, 5, 1, 5, 2]*literature:[5, 1, 5, 2, 4]*cs:[1, 1, 3, 2, 3]*sport:[4, 2, 4, 4, 2]*
Maria Dorwood_biology:[1, 2, 3, 2, 4]*chemistry:[3, 2, 3, 4, 5]*magic:[2, 2, 3, 2, 1]*literature:[5, 4, 3, 2, 1]*cs:[3, 5, 5, 2, 1]*sport:[1, 4, 5, 5, 5]*
Ken Snow_biology:[3, 3, 4, 2, 2]*chemistry:[5, 4, 3, 4, 2]*magic:[5, 2, 4, 2, 5]*literature:[3, 3, 5, 1, 5]*cs:[2, 4, 3, 3, 2]*sport:[5, 2, 3, 2, 2]*
Bron Spring_biology:[5, 5, 2, 3, 1]*chemistry:[1, 1, 5, 2, 5]*magic:[5, 2, 2, 4, 5]*literature:[2, 5, 4, 1, 2]*cs:[2, 4, 1, 4, 1]*sport:[4, 4, 1, 1, 3]*
Anna Brown_biology:[2, 3, 3, 1, 2]*chemistry:[5, 1, 3, 5, 1]*magic:[5, 5, 4, 1, 5]*literature:[2, 2, 3, 2, 2]*cs:[3, 1, 5, 3, 5]*sport:[5, 3, 1, 4, 1]*
George Night_biology:[3, 2, 4, 2, 2]*chemistry:[5, 1, 3, 2, 4]*magic:[2, 4, 5, 3, 5]*literature:[3, 1, 2, 2, 2]*cs:[5, 4, 2, 2, 1]*sport:[3, 5, 1, 4, 2]*
Anna Winter_biology:[5, 5, 5, 2, 1]*chemistry:[4, 2, 2, 2, 4]*magic:[3, 4, 4, 1, 2]*literature:[1, 1, 1, 1, 1]*cs:[1, 4, 1, 5, 3]*sport:[5, 2, 2, 2, 5]*
Alise Blue_biology:[2, 1, 5, 1, 3]*chemistry:[2, 4, 2, 3, 4]*magic:[3, 2, 4, 5, 2]*literature:[1, 4, 4, 5, 3]*cs:[3, 3, 2, 2, 3]*sport:[3, 4, 5, 3, 5]*
Bill Blue_biology:[5, 5, 3, 4, 1]*chemistry:[5, 4, 4, 5, 1]*magic:[2, 2, 5, 1, 3]*literature:[3, 2, 2, 2, 1]*cs:[1, 2, 2, 5, 2]*sport:[1, 3, 4, 4, 1]*
George Snow_biology:[1, 3, 1, 5, 1]*chemistry:[2, 1, 4, 5, 3]*magic:[4, 2, 5, 4, 3]*literature:[3, 3, 3, 4, 2]*cs:[2, 2, 2, 5, 5]*sport:[1, 1, 2, 4, 1]*
Robert Spring_biology:[2, 5, 5, 2, 2]*chemistry:[1, 4, 3, 2, 4]*magic:[2, 3, 5, 4, 3]*literature:[2, 4, 5, 4, 5]*cs:[2, 4, 4, 3, 2]*sport:[3, 2, 1, 2, 5]*
Bill Dark_biology:[3, 2, 5, 5, 1]*chemistry:[3, 5, 3, 1, 3]*magic:[3, 4, 5, 2, 1]*literature:[2, 2, 3, 1, 1]*cs:[4, 4, 1, 1, 1]*sport:[4, 3, 2, 1, 2]*
Ketty Night_biology:[4, 5, 2, 2, 5]*chemistry:[1, 3, 1, 4, 4]*magic:[4, 2, 2, 3, 3]*literature:[4, 5, 3, 4, 5]*cs:[1, 5, 4, 4, 1]*sport:[5, 1, 2, 2, 5]*
Maria Spring_biology:[3, 4, 4, 5, 3]*chemistry:[5, 3, 4, 3, 5]*magic:[3, 3, 4, 3, 5]*literature:[3, 2, 1, 1, 5]*cs:[5, 3, 4, 1, 5]*sport:[3, 2, 3, 2, 5]*
George Red_biology:[2, 3, 1, 3, 2]*chemistry:[4, 3, 1, 3, 5]*magic:[5, 5, 4, 3, 3]*literature:[4, 3, 5, 4, 5]*cs:[4, 2, 1, 4, 4]*sport:[3, 2, 4, 5, 4]*
Anna Dorwood_biology:[1, 2, 3, 3, 4]*chemistry:[4, 2, 2, 1, 2]*magic:[4, 1, 3, 4, 1]*literature:[3, 2, 3, 4, 3]*cs:[1, 4, 4, 5, 2]*sport:[3, 3, 5, 4, 2]*
George Summer_biology:[3, 5, 2, 4, 3]*chemistry:[5, 3, 4, 2, 2]*magic:[3, 3, 5, 5, 1]*literature:[3, 3, 3, 5, 2]*cs:[1, 1, 5, 5, 3]*sport:[1, 2, 3, 3, 4]*
Anastasia Blue_biology:[1, 2, 4, 4, 3]*chemistry:[4, 4, 2, 4, 1]*magic:[4, 4, 3, 1, 1]*literature:[5, 4, 1, 2, 1]*cs:[2, 1, 4, 3, 3]*sport:[1, 4, 3, 4, 4]*
Ketty Snow_biology:[3, 1, 4, 1, 5]*chemistry:[1, 4, 3, 2, 3]*magic:[5, 5, 5, 3, 1]*literature:[5, 3, 1, 5, 1]*cs:[4, 3, 5, 1, 2]*sport:[4, 4, 2, 5, 5]*
Bron Winter_biology:[1, 2, 4, 3, 5]*chemistry:[2, 3, 2, 5, 2]*magic:[5, 2, 2, 2, 5]*literature:[2, 3, 4, 3, 1]*cs:[1, 1, 3, 5, 5]*sport:[1, 1, 3, 5, 5]*
Ken Brown_biology:[3, 2, 4, 4, 5]*chemistry:[2, 1, 2, 3, 1]*magic:[3, 4, 1, 2, 5]*literature:[5, 2, 1, 2, 1]*cs:[4, 2, 4, 3, 2]*sport:[1, 3, 1, 1, 3]*
Anna Blue_biology:[2, 1, 2, 2, 1]*chemistry:[2, 2, 1, 4, 1]*magic:[1, 5, 1, 3, 1]*literature:[1, 3, 2, 1, 3]*cs:[1, 5, 2, 3, 3]*sport:[1, 1, 3, 2, 2]*
Anastasia Snow_biology:[1, 1, 4, 1, 5]*chemistry:[1, 4, 1, 5, 5]*magic:[2, 1, 5, 3, 1]*literature:[4, 1, 3, 2, 2]*cs:[1, 4, 1, 4, 4]*sport:[3, 2, 1, 2, 5]*
Robert Winter_biology:[5, 3, 1, 4, 5]*chemistry:[1, 2, 4, 2, 2]*magic:[1, 3, 3, 1, 4]*literature:[1, 4, 2, 4, 1]*cs:[2, 3, 3, 1, 4]*sport:[5, 4, 2, 2, 4]*
Bron Brown_biology:[4, 3, 1, 4, 1]*chemistry:[5, 3, 4, 2, 1]*magic:[1, 5, 5, 3, 4]*literature:[4, 4, 5, 4, 1]*cs:[3, 4, 2, 3, 2]*sport:[4, 4, 1, 1, 2]*
Ketty Dark_biology:[1, 5, 2, 4, 5]*chemistry:[3, 4, 4, 5, 4]*magic:[5, 3, 3, 1, 2]*literature:[4, 1, 4, 5, 5]*cs:[4, 1, 2, 4, 4]*sport:[2, 5, 1, 3, 3]*
Anna White_biology:[3, 4, 2, 1, 1]*chemistry:[1, 2, 4, 5, 5]*magic:[4, 4, 5, 3, 3]*literature:[2, 3, 1, 5, 4]*cs:[1, 4, 1, 3, 5]*sport:[5, 3, 4, 4, 1]*
Robert Summer_biology:[1, 2, 2, 4, 2]*chemistry:[4, 1, 1, 4, 3]*magic:[4, 3, 2, 2, 3]*literature:[4, 4, 4, 2, 5]*cs:[5, 1, 5, 5, 2]*sport:[1, 2, 1, 3, 4]*
Maria Blue_biology:[2, 3, 5, 5, 5]*chemistry:[3, 5, 1, 3, 2]*magic:[5, 5, 4, 1, 2]*literature:[1, 1, 3, 3, 2]*cs:[5, 3, 4, 2, 2]*sport:[5, 2, 4, 5, 5]*
Bron White_biology:[3, 4, 1, 2, 2]*chemistry:[5, 1, 3, 1, 1]*magic:[5, 2, 5, 5, 1]*literature:[4, 4, 5, 2, 5]*cs:[5, 3, 3, 3, 3]*sport:[2, 1, 3, 2, 2]*
Anna Green_biology:[3, 1, 4, 1, 3]*chemistry:[4, 1, 3, 2, 3]*magic:[3, 3, 1, 3, 4]*literature:[1, 5, 4, 2, 1]*cs:[5, 2, 1, 5, 4]*sport:[1, 2, 5, 5, 2]*
Bill Green_biology:[5, 4, 4, 4, 2]*chemistry:[2, 3, 2, 3, 3]*magic:[1, 1, 4, 2, 5]*literature:[5, 1, 1, 4, 5]*cs:[1, 5, 3, 4, 4]*sport:[5, 4, 5, 3, 2]*
George Green_biology:[4, 2, 5, 4, 5]*chemistry:[3, 4, 5, 2, 2]*magic:[1, 4, 3, 4, 5]*literature:[4, 3, 2, 4, 5]*cs:[4, 5, 2, 3, 5]*sport:[3, 4, 4, 1, 3]*
Maria Summer_biology:[1, 4, 5, 5, 4]*chemistry:[1, 2, 1, 4, 1]*magic:[1, 3, 1, 5, 2]*literature:[5, 1, 1, 5, 5]*cs:[4, 4, 4, 5, 1]*sport:[4, 3, 3, 3, 5]*
Maria Snow_biology:[1, 1, 2, 1, 1]*chemistry:[2, 2, 2, 5, 2]*magic:[2, 4, 5, 4, 4]*literature:[4, 3, 5, 5, 3]*cs:[4, 2, 2, 5, 4]*sport:[1, 3, 2, 5, 5]*
Bron Red_biology:[2, 3, 2, 3, 4]*chemistry:[3, 3, 2, 1, 1]*magic:[1, 3, 1, 3, 5]*literature:[2, 5, 3, 4, 1]*cs:[4, 1, 1, 5, 4]*sport:[4, 2, 2, 5, 3]*
Luk Night_biology:[2, 5, 5, 2, 2]*chemistry:[2, 1, 3, 3, 1]*magic:[1, 5, 3, 2, 5]*literature:[2, 4, 1, 3, 4]*cs:[4, 3, 2, 1, 2]*sport:[2, 3, 4, 4, 3]*
George Dorwood_biology:[1, 4, 5, 1, 1]*chemistry:[5, 3, 1, 4, 3]*magic:[3, 5, 3, 1, 3]*literature:[4, 1, 4, 5, 4]*cs:[2, 5, 1, 5, 2]*sport:[2, 3, 4, 3, 5]*
Ken Spring_biology:[3, 1, 5, 3, 4]*chemistry:[5, 4, 1, 3, 4]*magic:[4, 4, 5, 1, 5]*literature:[4, 1, 2, 1, 3]*cs:[5, 3, 2, 3, 5]*sport:[5, 1, 5, 5, 3]*
Maria Brown_biology:[3, 3, 2, 2, 2]*chemistry:[3, 4, 3, 5, 3]*magic:[5, 2, 2, 4, 4]*literature:[4, 1, 3, 1, 5]*cs:[3, 2, 4, 1, 1]*sport:[3, 5, 1, 2, 2]*
Alise Red_biology:[1, 3, 5, 4, 2]*chemistry:[2, 5, 1, 3, 3]*magic:[3, 1, 1, 2, 1]*literature:[2, 4, 4, 2, 1]*cs:[5, 5, 5, 2, 5]*sport:[1, 4, 3, 4, 3]*
Bron Dorwood_biology:[2, 4, 1, 3, 2]*chemistry:[5, 1, 3, 5, 3]*magic:[1, 2, 2, 4, 4]*literature:[4, 4, 4, 4, 2]*cs:[5, 2, 4, 2, 5]*sport:[3, 5, 5, 1, 2]*
Alise Dorwood_biology:[1, 3, 4, 4, 3]*chemistry:[3, 2, 2, 4, 4]*magic:[4, 1, 5, 1, 2]*literature:[4, 3, 4, 1, 5]*cs:[1, 5, 1, 1, 1]*sport:[3, 3, 3, 4, 5]*
Alise Night_biology:[1, 3, 5, 1, 4]*chemistry:[4, 3, 3, 4, 5]*magic:[5, 4, 5, 4, 5, 2]*literature:[1, 2, 1, 1, 4]*cs:[5, 4, 1, 5, 4]*sport:[2, 1, 5, 2, 3]*
Hermione Greindger_biology:[5, 1, 3, 4, 4]*chemistry:[2, 2, 1, 3, 1]*magic:[5, 5, 4, 1, 3]*literature:[1, 4, 4, 5, 2]*cs:[1, 5, 4, 3, 4]*sport:[2, 3, 2, 2, 4]*
